step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,errorOrig,errorDest,balanceOrigChange,balanceDestChange
8,4,2273495.58,0.0,0.0,2380934.8,5079259.04,0,0,-2273495.58,424828.6600000001,0.0,2698324.24
8,4,889317.19,0.0,0.0,1340121.47,2414501.11,0,0,-889317.19,185062.45,0.0,1074379.64
8,4,1201949.37,0.0,0.0,1992418.17,3851116.64,0,0,-1201949.37,656749.1000000001,0.0,1858698.47
8,4,749029.8,0.0,0.0,1276550.33,3838639.66,0,0,-749029.8,1813059.53,0.0,2562089.33
8,4,682627.34,0.0,0.0,1680127.98,2362755.32,0,0,-682627.34,-1.164153218269348e-10,0.0,682627.3399999999
8,4,1366912.06,0.0,0.0,2506046.99,6821259.0,0,0,-1366912.06,2948299.95,0.0,4315212.01
8,3,2614.56,16482.0,13867.44,0.0,0.0,0,0,-4.547473508864641e-13,-2614.56,-2614.559999999999,0.0
8,0,59069.16,114767.0,173836.16,25709.37,0.0,0,0,-118138.32,-84778.53,59069.16,-25709.37
8,3,9412.38,51.0,0.0,0.0,0.0,0,0,-9361.38,-9412.38,-51.0,0.0
8,3,16844.35,174629.76,157785.42,0.0,0.0,0,0,-0.01000000000203727,-16844.35,-16844.34,0.0
8,1,63614.37,157785.42,94171.04,13944786.48,14008400.85,0,0,0.01000000001658918,-8.221832104027271e-10,-63614.38000000002,63614.36999999918
8,3,12320.44,9771.0,0.0,0.0,0.0,0,0,-2549.440000000001,-12320.44,-9771.0,0.0
8,0,242301.99,82451.0,324752.99,15287.0,0.0,0,0,-484603.98,-257588.99,242301.99,-15287.0
8,4,83186.28,4176.0,0.0,2694.0,85880.28,0,0,-79010.28,0.0,-4176.0,83186.28
8,4,613366.09,21384.0,0.0,0.0,1041344.3,0,0,-591982.09,427978.2100000001,-21384.0,1041344.3
8,3,10685.56,86030.0,75344.44,0.0,0.0,0,0,-1.818989403545856e-12,-10685.56,-10685.56,0.0
8,3,13660.28,21283.0,7622.72,0.0,0.0,0,0,-1.818989403545856e-12,-13660.28,-13660.28,0.0
8,1,112501.06,29446.0,0.0,7081.0,119582.06,0,0,-83055.06,0.0,-29446.0,112501.06
8,1,86950.26,805782.36,718832.1,79431.79,166382.05,0,0,1.455191522836685e-11,0.0,-86950.26000000001,86950.26
8,3,15029.06,718832.1,703803.04,0.0,0.0,0,0,-6.002665031701326e-11,-15029.06,-15029.05999999994,0.0
8,3,1758.44,703803.04,702044.6,0.0,0.0,0,0,6.048139766789973e-11,-1758.44,-1758.440000000061,0.0
8,3,6483.53,702044.6,695561.07,0.0,0.0,0,0,2.819433575496078e-11,-6483.53,-6483.530000000028,0.0
8,3,10941.52,695561.07,684619.54,0.0,0.0,0,0,0.009999999911087798,-10941.52,-10941.52999999991,0.0
8,3,5948.52,11120.0,5171.48,0.0,0.0,0,0,0.0,-5948.52,-5948.52,0.0
8,3,1061.7,46476.0,45414.3,0.0,0.0,0,0,-2.955857780762017e-12,-1061.7,-1061.699999999997,0.0
8,2,808.86,21720.0,20911.14,11565.95,0.0,0,0,5.684341886080801e-13,-12374.81,-808.8600000000006,-11565.95
8,1,185385.81,471497.0,286111.19,0.0,229299.06,0,0,0.0,43913.25,-185385.81,229299.06
8,3,21147.11,22019.0,871.89,0.0,0.0,0,0,0.0,-21147.11,-21147.11,0.0
8,4,67704.87,28136.0,0.0,375659.14,768369.61,0,0,-39568.87,325005.6,-28136.0,392710.47
8,3,25254.05,0.0,0.0,0.0,0.0,0,0,-25254.05,-25254.05,0.0,0.0
8,3,2566.81,16108.0,13541.19,0.0,0.0,0,0,-4.547473508864641e-13,-2566.81,-2566.809999999999,0.0
8,1,31101.34,36515.0,5413.66,70114.0,525947.08,0,0,0.0,424731.7399999999,-31101.34,455833.08
8,3,3373.46,175.0,0.0,0.0,0.0,0,0,-3198.46,-3373.46,-175.0,0.0
8,0,135918.76,1052.0,136970.76,244414.0,108495.24,0,0,-271837.52,-271837.52,135918.76,-135918.76
8,3,3971.68,22192.0,18220.32,0.0,0.0,0,0,4.547473508864641e-13,-3971.68,-3971.68,0.0
8,3,741.77,31476.0,30734.23,0.0,0.0,0,0,4.547473508864641e-13,-741.77,-741.7700000000004,0.0
8,0,468796.53,205846.0,674642.53,10388904.22,9820862.77,0,0,-937593.06,-1036837.980000001,468796.53,-568041.4500000011
8,3,16805.67,10352.0,0.0,0.0,0.0,0,0,-6453.669999999998,-16805.67,-10352.0,0.0
8,3,6833.43,255992.0,249158.57,0.0,0.0,0,0,-7.275957614183426e-12,-6833.43,-6833.429999999993,0.0
8,1,173533.55,123458.32,0.0,78358.96,384051.79,0,0,-50075.22999999998,132159.28,-123458.32,305692.83
8,3,11172.07,0.0,0.0,0.0,0.0,0,0,-11172.07,-11172.07,0.0,0.0
8,3,49.49,311687.39,311637.9,0.0,0.0,0,0,-9.315215265814913e-12,-49.49,-49.48999999999069,0.0
8,3,17689.45,311637.9,293948.45,0.0,0.0,0,0,1.091393642127514e-11,-17689.45,-17689.45000000001,0.0
8,1,109737.9,274.0,0.0,35410.0,145147.9,0,0,-109463.9,0.0,-274.0,109737.9
8,3,18392.02,11396.0,0.0,0.0,0.0,0,0,-6996.02,-18392.02,-11396.0,0.0
8,1,315513.84,3806682.25,3491168.41,5181.0,296850.11,0,0,-1.746229827404022e-10,-23844.73000000004,-315513.8399999999,291669.11
8,3,7477.41,3491168.41,3483691.0,0.0,0.0,0,0,1.491571310907602e-10,-7477.41,-7477.410000000149,0.0
8,3,5456.33,41950.0,36493.67,0.0,0.0,0,0,1.818989403545856e-12,-5456.33,-5456.330000000002,0.0
8,3,3270.99,45539.0,42268.01,0.0,0.0,0,0,-1.818989403545856e-12,-3270.99,-3270.989999999998,0.0
8,0,55832.0,63124.0,118956.0,0.0,0.0,0,0,-111664.0,-55832.0,55832.0,0.0
8,4,1132133.2,100598.0,0.0,91648.0,2875799.91,0,0,-1031535.2,1652018.71,-100598.0,2784151.91
8,3,17492.97,71565.0,54072.03,0.0,0.0,0,0,0.0,-17492.97,-17492.97,0.0
8,1,27802.31,20423.0,0.0,124495.96,0.0,0,0,-7379.310000000001,-152298.27,-20423.0,-124495.96
8,3,15016.69,368.0,0.0,0.0,0.0,0,0,-14648.69,-15016.69,-368.0,0.0
8,1,242846.65,57244.43,0.0,36835.0,1083709.83,0,0,-185602.22,804028.18,-57244.43,1046874.83
8,1,260359.87,0.0,0.0,4067922.51,4312556.2,0,0,-260359.87,-15726.17999999959,0.0,244633.6900000004
8,3,18121.18,31394.0,13272.82,0.0,0.0,0,0,0.0,-18121.18,-18121.18,0.0
8,1,85106.57,115383.64,30277.07,103681.0,285919.0,0,0,0.0,97131.43,-85106.57,182238.0
8,3,1395.87,30277.07,28881.2,0.0,0.0,0,0,-9.094947017729282e-13,-1395.87,-1395.869999999999,0.0
8,3,29336.4,28881.2,0.0,0.0,0.0,0,0,-455.2000000000007,-29336.4,-28881.2,0.0
8,0,315935.93,359429.0,675364.93,265849.83,0.0,0,0,-631871.8600000001,-581785.76,315935.9300000001,-265849.83
8,1,133065.43,66128.0,0.0,150223.0,429365.01,0,0,-66937.43,146076.58,-66128.0,279142.01
8,3,1621.45,34739.0,33117.55,0.0,0.0,0,0,-2.955857780762017e-12,-1621.45,-1621.449999999997,0.0
8,0,134889.37,128.0,135017.37,557155.75,280668.41,0,0,-269778.74,-411376.71,134889.37,-276487.34
8,0,47609.42,43615.0,91224.42,11677.0,0.0,0,0,-95218.84,-59286.42,47609.42,-11677.0
8,3,19345.99,1405.0,0.0,0.0,0.0,0,0,-17940.99,-19345.99,-1405.0,0.0
8,0,157184.91,757171.15,914356.06,556.0,0.0,0,0,-314369.8200000001,-157740.91,157184.91,-556.0
8,3,12326.57,914356.06,902029.49,0.0,0.0,0,0,6.548361852765083e-11,-12326.57,-12326.57000000007,0.0
8,1,79501.32,306928.93,227427.61,1750732.35,1624849.8,0,0,0.0,-205383.8700000001,-79501.32,-125882.55
8,3,9799.82,227427.61,217627.79,0.0,0.0,0,0,-2.182787284255028e-11,-9799.82,-9799.819999999978,0.0
8,3,6923.19,217627.79,210704.6,0.0,0.0,0,0,2.728484105318785e-12,-6923.19,-6923.190000000002,0.0
8,1,166496.75,21534.0,0.0,28675.0,4127426.19,0,0,-144962.75,3932254.44,-21534.0,4098751.19
8,3,18961.66,25504.0,6542.34,0.0,0.0,0,0,0.0,-18961.66,-18961.66,0.0
8,3,23742.3,6542.34,0.0,0.0,0.0,0,0,-17199.96,-23742.3,-6542.34,0.0
8,3,536.57,298204.0,297667.43,0.0,0.0,0,0,6.934897101018578e-12,-536.57,-536.570000000007,0.0
8,3,3900.91,30268.0,26367.09,0.0,0.0,0,0,0.0,-3900.91,-3900.91,0.0
8,1,452241.87,25626.0,0.0,20015.0,1001175.66,0,0,-426615.87,528918.79,-25626.0,981160.66
8,3,138.21,28125.0,27986.79,0.0,0.0,0,0,-8.810729923425242e-13,-138.21,-138.2099999999991,0.0
8,1,155196.07,41725.0,0.0,159832.0,237934.14,0,0,-113471.07,-77093.93,-41725.0,78102.14000000001
8,3,7994.35,72726.45,64732.11,0.0,0.0,0,0,-0.01000000000385626,-7994.35,-7994.339999999997,0.0
8,3,15268.86,64732.11,49463.24,0.0,0.0,0,0,0.01000000000203727,-15268.86,-15268.87,0.0
8,3,15236.23,49463.24,34227.01,0.0,0.0,0,0,-3.637978807091713e-12,-15236.23,-15236.23,0.0
8,3,38972.7,34227.01,0.0,0.0,0.0,0,0,-4745.689999999995,-38972.7,-34227.01,0.0
8,3,15645.75,0.0,0.0,0.0,0.0,0,0,-15645.75,-15645.75,0.0,0.0
8,3,5906.45,0.0,0.0,0.0,0.0,0,0,-5906.45,-5906.45,0.0,0.0
8,3,3189.49,0.0,0.0,0.0,0.0,0,0,-3189.49,-3189.49,0.0,0.0
8,3,24215.96,0.0,0.0,0.0,0.0,0,0,-24215.96,-24215.96,0.0,0.0
8,3,20956.46,0.0,0.0,0.0,0.0,0,0,-20956.46,-20956.46,0.0,0.0
8,3,12546.68,0.0,0.0,0.0,0.0,0,0,-12546.68,-12546.68,0.0,0.0
8,3,5968.11,1166.0,0.0,0.0,0.0,0,0,-4802.11,-5968.11,-1166.0,0.0
8,3,5455.12,24239.0,18783.88,0.0,0.0,0,0,-9.094947017729282e-13,-5455.12,-5455.119999999999,0.0
8,0,390.44,25664.0,26054.44,10164.0,83502.47,0,0,-780.8799999999987,72948.03,390.4399999999987,73338.47
8,3,23282.35,26054.44,2772.09,0.0,0.0,0,0,0.0,-23282.35,-23282.35,0.0
8,3,15361.79,100456.0,85094.21,0.0,0.0,0,0,-7.275957614183426e-12,-15361.79,-15361.78999999999,0.0
8,1,311346.65,20561.0,0.0,60.0,311406.65,0,0,-290785.65,0.0,-20561.0,311346.65
8,1,354449.5,88.0,0.0,0.0,576636.16,0,0,-354361.5,222186.66,-88.0,576636.16
8,4,187269.57,11336.0,0.0,2325.0,436543.72,0,0,-175933.57,246949.15,-11336.0,434218.72
8,3,2241.69,125921.0,123679.31,0.0,0.0,0,0,2.273736754432321e-12,-2241.69,-2241.690000000002,0.0
8,3,6878.91,563750.01,556871.11,0.0,0.0,0,0,-0.009999999976571416,-6878.91,-6878.900000000023,0.0
8,1,356438.29,556871.11,200432.82,3010790.57,4084563.01,0,0,0.0,717334.1499999999,-356438.29,1073772.44
8,1,236146.29,200432.82,0.0,281979.73,518126.02,0,0,-35713.47,2.91038304567337e-11,-200432.82,236146.29
8,1,150103.33,0.0,0.0,592178.22,1208003.04,0,0,-150103.33,465721.4900000001,0.0,615824.8200000001
8,1,15633.43,0.0,0.0,21166.0,6399876.57,0,0,-15633.43,6363077.140000001,0.0,6378710.57
8,1,256054.01,0.0,0.0,305543.0,678754.99,0,0,-256054.01,117157.98,0.0,373211.99
8,1,72547.35,0.0,0.0,600722.94,1081619.4,0,0,-72547.35,408349.11,0.0,480896.46
8,1,288041.28,0.0,0.0,594542.26,667858.99,0,0,-288041.28,-214724.55,0.0,73316.72999999998
8,1,292984.62,0.0,0.0,510592.12,1361724.43,0,0,-292984.62,558147.69,0.0,851132.3099999999
8,1,406875.68,0.0,0.0,1939726.07,2716954.86,0,0,-406875.68,370353.1099999998,0.0,777228.7899999998
8,1,87374.63,0.0,0.0,193084.34,69369.11,0,0,-87374.63,-211089.86,0.0,-123715.23
8,1,340030.15,0.0,0.0,990306.21,1513684.58,0,0,-340030.15,183348.2200000001,0.0,523378.3700000001
8,1,186187.98,0.0,0.0,610168.0,595945.25,0,0,-186187.98,-200410.73,0.0,-14222.75
8,1,175317.93,0.0,0.0,11667907.38,11854117.77,0,0,-175317.93,10892.45999999874,0.0,186210.3899999987
8,1,191563.79,0.0,0.0,13033871.02,16978022.66,0,0,-191563.79,3752587.850000001,0.0,3944151.640000001
8,1,45330.39,0.0,0.0,120115.27,4154131.22,0,0,-45330.39,3988685.56,0.0,4034015.95
8,1,265746.15,0.0,0.0,1098312.29,1364058.44,0,0,-265746.15,-1.164153218269348e-10,0.0,265746.1499999999
8,1,217206.64,0.0,0.0,828631.98,571521.14,0,0,-217206.64,-474317.48,0.0,-257110.84
8,1,34227.05,0.0,0.0,301769.0,259547.26,0,0,-34227.05,-76448.79,0.0,-42221.73999999999
8,1,88777.73,0.0,0.0,14068690.23,17202746.09,0,0,-88777.73,3045278.129999999,0.0,3134055.859999999
8,1,106737.28,0.0,0.0,189594.57,436543.72,0,0,-106737.28,140211.87,0.0,246949.15
8,0,197889.86,23740.0,221629.86,12891.0,0.0,0,0,-395779.72,-210780.86,197889.86,-12891.0
8,3,16788.29,21333.0,4544.71,0.0,0.0,0,0,0.0,-16788.29,-16788.29,0.0
8,0,153406.42,49786.0,203192.42,0.0,0.0,0,0,-306812.84,-153406.42,153406.42,0.0
8,1,189488.41,62943.0,0.0,0.0,222972.81,0,0,-126545.41,33484.39999999999,-62943.0,222972.81
8,3,11902.12,0.0,0.0,0.0,0.0,0,0,-11902.12,-11902.12,0.0,0.0
8,3,3079.21,22207.0,19127.79,0.0,0.0,0,0,-9.094947017729282e-13,-3079.21,-3079.209999999999,0.0
8,1,224130.68,23879.0,0.0,0.0,224130.68,0,0,-200251.68,0.0,-23879.0,224130.68
8,3,2605.84,527904.0,525298.16,0.0,0.0,0,0,-3.274180926382542e-11,-2605.84,-2605.839999999967,0.0
8,3,17680.96,344798.61,327117.66,0.0,0.0,0,0,-0.009999999987485353,-17680.96,-17680.95000000001,0.0
8,3,29888.85,327117.66,297228.81,0.0,0.0,0,0,-2.182787284255028e-11,-29888.85,-29888.84999999998,0.0
8,1,405050.98,29197.0,0.0,0.0,124555.61,0,0,-375853.98,-280495.37,-29197.0,124555.61
8,3,99.19,24248.0,24148.81,0.0,0.0,0,0,-1.307398633798584e-12,-99.19,-99.18999999999869,0.0
8,3,5965.61,2234231.7,2228266.09,0.0,0.0,0,0,3.356035449542105e-10,-5965.61,-5965.610000000335,0.0
8,3,3770.39,2228266.09,2224495.7,0.0,0.0,0,0,-3.351487976033241e-10,-3770.39,-3770.389999999665,0.0
8,3,17309.3,15548.0,0.0,0.0,0.0,0,0,-1761.299999999999,-17309.3,-15548.0,0.0
8,3,4587.56,343123.0,338535.44,0.0,0.0,0,0,-2.728484105318785e-12,-4587.56,-4587.559999999998,0.0
8,1,263142.23,28066.0,0.0,1633576.59,1896718.82,0,0,-235076.23,0.0,-28066.0,263142.23
8,3,15050.74,473124.86,458074.12,0.0,0.0,0,0,-9.094947017729282e-12,-15050.74,-15050.73999999999,0.0
8,1,69178.24,458074.12,388895.89,515196.0,843958.46,0,0,-0.01000000002386514,259584.22,-69178.22999999998,328762.46
8,1,86431.51,388895.89,302464.38,204873.45,765060.29,0,0,1.455191522836685e-11,473755.3300000001,-86431.51000000001,560186.8400000001
8,3,3508.26,45713.0,42204.74,0.0,0.0,0,0,1.818989403545856e-12,-3508.26,-3508.260000000002,0.0
8,1,131679.55,298230.08,166550.53,935659.8,3889129.15,0,0,2.91038304567337e-11,2821789.8,-131679.55,2953469.35
8,1,561472.55,166550.53,0.0,1572324.63,3141890.31,0,0,-394922.02,1008093.13,-166550.53,1569565.68
8,0,274335.54,100113.0,374448.54,868.0,0.0,0,0,-548671.08,-275203.54,274335.54,-868.0
8,3,23428.28,31228.0,7799.72,0.0,0.0,0,0,0.0,-23428.28,-23428.28,0.0
8,3,10139.58,35494.0,25354.42,0.0,0.0,0,0,1.818989403545856e-12,-10139.58,-10139.58,0.0
8,3,17370.39,54943.0,37572.61,0.0,0.0,0,0,0.0,-17370.39,-17370.39,0.0
8,1,44313.63,366932.33,322618.7,19573.0,97426.51,0,0,7.275957614183426e-12,33539.88,-44313.63,77853.51
8,3,11755.62,322618.7,310863.08,0.0,0.0,0,0,-5.456968210637569e-12,-11755.62,-11755.62,0.0
8,1,24678.06,1227757.91,1203079.85,100712.0,0.0,0,0,-1.782609615474939e-10,-125390.06,-24678.05999999982,-100712.0
8,3,3370.32,1203079.85,1199709.53,0.0,0.0,0,0,6.502887117676437e-11,-3370.32,-3370.320000000065,0.0
8,1,66106.1,113403.0,47296.9,682.0,66788.1,0,0,0.0,0.0,-66106.1,66106.1
8,3,2094.47,1831086.33,1828991.86,0.0,0.0,0,0,-2.773958840407431e-11,-2094.47,-2094.469999999972,0.0
8,3,11518.8,1828991.86,1817473.06,0.0,0.0,0,0,4.729372449219227e-11,-11518.8,-11518.80000000005,0.0
8,1,420746.54,713844.0,293097.46,3821.0,0.0,0,0,0.0,-424567.54,-420746.54,-3821.0
8,0,181900.4,84064.07,265964.47,89.0,1577594.52,0,0,-363800.7999999999,1395605.12,181900.4,1577505.52
8,3,3445.67,265964.47,262518.8,0.0,0.0,0,0,-1.637090463191271e-11,-3445.67,-3445.669999999984,0.0
8,3,6049.39,51026.0,44976.61,0.0,0.0,0,0,-9.094947017729282e-13,-6049.39,-6049.389999999999,0.0
8,3,11145.13,101768.0,90622.87,0.0,0.0,0,0,5.456968210637569e-12,-11145.13,-11145.13,0.0
8,1,88553.31,67106.46,88553.31,67106.46,0.0,0,0,-110000.16,-155659.77,21446.84999999999,-67106.46
8,0,8998.44,88553.31,97551.76,1045838.62,571521.14,0,0,-17996.89,-483315.92,8998.449999999997,-474317.48
8,0,387532.64,50608.0,438140.64,0.0,0.0,0,0,-775065.28,-387532.64,387532.64,0.0
8,3,13747.3,438140.64,424393.34,0.0,0.0,0,0,-1.091393642127514e-11,-13747.3,-13747.29999999999,0.0
8,0,203882.72,10380.0,214262.72,261434.22,57551.49,0,0,-407765.44,-407765.45,203882.72,-203882.73
8,3,3922.95,69238.0,65315.05,0.0,0.0,0,0,-2.728484105318785e-12,-3922.95,-3922.949999999997,0.0
8,1,223658.47,21085.0,0.0,103.0,0.0,0,0,-202573.47,-223761.47,-21085.0,-103.0
8,1,404228.43,0.0,0.0,358.0,1175160.98,0,0,-404228.43,770574.55,0.0,1174802.98
8,3,5766.59,0.0,0.0,0.0,0.0,0,0,-5766.59,-5766.59,0.0,0.0
8,3,6374.29,14094.0,7719.71,0.0,0.0,0,0,0.0,-6374.29,-6374.29,0.0
8,1,78938.89,21081.0,0.0,0.0,78938.89,0,0,-57857.89,0.0,-21081.0,78938.89
8,3,6447.24,121949.0,115501.76,0.0,0.0,0,0,5.456968210637569e-12,-6447.24,-6447.240000000005,0.0
8,0,42183.12,10434.0,52617.12,67776.89,25593.78,0,0,-84366.24,-84366.23000000001,42183.12,-42183.11
8,1,71161.62,328869.15,257707.53,171580.95,93494.8,0,0,2.91038304567337e-11,-149247.77,-71161.62000000002,-78086.15000000001
8,4,1518249.76,257707.53,0.0,3968907.89,6098341.04,0,0,-1260542.23,611183.3899999999,-257707.53,2129433.15
8,1,234570.14,21124.0,0.0,51977.0,168355.48,0,0,-213446.14,-118191.66,-21124.0,116378.48
8,1,75013.3,0.0,0.0,202043.27,277056.58,0,0,-75013.3,0.01000000002386514,0.0,75013.31000000003
8,1,134496.58,1795377.94,1660881.36,0.0,73565.13,0,0,-1.455191522836685e-10,-60931.44999999998,-134496.5799999998,73565.13
8,3,28514.71,1660881.36,1632366.65,0.0,0.0,0,0,1.964508555829525e-10,-28514.71,-28514.7100000002,0.0
8,3,14618.67,1632366.65,1617747.98,0.0,0.0,0,0,-7.457856554538012e-11,-14618.67,-14618.66999999993,0.0
8,3,3862.08,1617747.98,1613885.9,0.0,0.0,0,0,7.457856554538012e-11,-3862.08,-3862.080000000075,0.0
8,3,8249.75,1613885.9,1605636.15,0.0,0.0,0,0,0.0,-8249.75,-8249.75,0.0
8,3,18928.89,1605636.15,1586707.26,0.0,0.0,0,0,-1.01863406598568e-10,-18928.89,-18928.8899999999,0.0
8,3,26233.49,1586707.26,1560473.77,0.0,0.0,0,0,-1.091393642127514e-11,-26233.49,-26233.48999999999,0.0
8,3,9517.01,1560473.77,1550956.76,0.0,0.0,0,0,9.094947017729282e-12,-9517.01,-9517.01000000001,0.0
8,3,13243.93,1550956.76,1537712.83,0.0,0.0,0,0,-6.548361852765083e-11,-13243.93,-13243.92999999993,0.0
8,3,11118.68,1537712.83,1526594.15,0.0,0.0,0,0,1.673470251262188e-10,-11118.68,-11118.68000000017,0.0
8,3,6232.85,1526594.15,1520361.3,0.0,0.0,0,0,-1.400621840730309e-10,-6232.85,-6232.84999999986,0.0
8,3,13940.46,1520361.3,1506420.84,0.0,0.0,0,0,-3.637978807091713e-11,-13940.46,-13940.45999999996,0.0
8,3,724.21,1506420.84,1505696.63,0.0,0.0,0,0,1.955413608811796e-10,-724.21,-724.2100000001956,0.0
8,3,7361.9,1505696.63,1498334.73,0.0,0.0,0,0,-9.276845958083868e-11,-7361.9,-7361.899999999907,0.0
8,3,2498.63,1498334.73,1495836.09,0.0,0.0,0,0,0.009999999897445377,-2498.63,-2498.639999999898,0.0
8,3,17108.55,1495836.09,1478727.54,0.0,0.0,0,0,4.729372449219227e-11,-17108.55,-17108.55000000005,0.0
8,3,1934.74,1478727.54,1476792.81,0.0,0.0,0,0,-0.01000000001863555,-1934.74,-1934.729999999981,0.0
8,3,2290.94,0.0,0.0,0.0,0.0,0,0,-2290.94,-2290.94,0.0,0.0
8,3,10176.5,0.0,0.0,0.0,0.0,0,0,-10176.5,-10176.5,0.0,0.0
8,0,132068.07,5093.0,137161.07,81708.34,0.0,0,0,-264136.14,-213776.41,132068.07,-81708.34
